Getting Better	Getting Worse	Undecided	Staying the Same	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
27.0	48.0	6.0	19.0	rasmussen-5271	Rasmussen	2009-05-18	2009-05-20	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
23.0	28.0	6.0	43.0	arg-5275	ARG	2009-05-17	2009-05-20	Do you think the national economy is getting better, staying the same, or getting worse?	Adults	1100	2.6	Live Phone	Nonpartisan	None
23.0	35.0	4.0	38.0	yougov-economist-5312	YouGov/Economist	2009-05-17	2009-05-19		Adults	1000		Internet	Nonpartisan	None
39.0	54.0	3.0	5.0	gallup-5268	Gallup	2009-05-17	2009-05-19	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
27.0	47.0	6.0	20.0	rasmussen-5265	Rasmussen	2009-05-17	2009-05-19	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
38.0	55.0	2.0	5.0	gallup-5262	Gallup	2009-05-16	2009-05-18	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
29.0	48.0	5.0	18.0	rasmussen-5260	Rasmussen	2009-05-16	2009-05-18	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
36.0	57.0	2.0	5.0	gallup-5256	Gallup	2009-05-15	2009-05-17	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
28.0	49.0	5.0	18.0	rasmussen-5254	Rasmussen	2009-05-15	2009-05-17	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
33.0	33.0	1.0	33.0	abc-news-5304	ABC News	2009-05-06	2009-05-17		Adults	500	4.5	Live Phone	Nonpartisan	None
27.0	59.0	4.0	19.0	rasmussen-5253	Rasmussen	2009-05-14	2009-05-16	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
33.0	61.0	2.0	4.0	gallup-5252	Gallup	2009-05-14	2009-05-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
35.0	58.0	2.0	4.0	gallup-5251	Gallup	2009-05-13	2009-05-15	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	47.0	4.0	17.0	rasmussen-5249	Rasmussen	2009-05-13	2009-05-15	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
37.0	56.0	2.0	5.0	gallup-5244	Gallup	2009-05-12	2009-05-14	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
29.0	49.0	5.0	17.0	rasmussen-5242	Rasmussen	2009-05-12	2009-05-14	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	52.0	2.0	5.0	gallup-5240	Gallup	2009-05-11	2009-05-13	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	48.0	6.0	15.0	rasmussen-5236	Rasmussen	2009-05-11	2009-05-13	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	55.0	2.0	5.0	gallup-5232	Gallup	2009-05-10	2009-05-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	45.0	8.0	17.0	rasmussen-5229	Rasmussen	2009-05-09	2009-05-12	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
32.0	23.0	1.0	44.0	cbs-news-5235	CBS News	2009-05-06	2009-05-12	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	1874	2.0	Live Phone	Nonpartisan	None
41.0	53.0	3.0	4.0	gallup-5061	Gallup	2009-05-09	2009-05-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
29.0	46.0	7.0	18.0	rasmussen-5220	Rasmussen	2009-05-08	2009-05-11	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	54.0	3.0	4.0	gallup-5223	Gallup	2009-05-08	2009-05-10	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
41.0	52.0	3.0	4.0	gallup-5219	Gallup	2009-05-07	2009-05-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
27.0	46.0	7.0	20.0	rasmussen-5217	Rasmussen	2009-05-07	2009-05-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	53.0	2.0	4.0	gallup-5218	Gallup	2009-05-06	2009-05-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	46.0	6.0	18.0	rasmussen-5216	Rasmussen	2009-05-06	2009-05-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
38.0	56.0	2.0	4.0	gallup-5215	Gallup	2009-05-05	2009-05-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	44.0	6.0	19.0	rasmussen-5206	Rasmussen	2009-05-05	2009-05-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
38.0	56.0	2.0	5.0	gallup-5202	Gallup	2009-05-04	2009-05-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
31.0	46.0	7.0	20.0	rasmussen-5201	Rasmussen	2009-05-04	2009-05-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
25.0	37.0	4.0	35.0	yougov-economist-5255	YouGov/Economist	2009-05-03	2009-05-05		Adults	1000		Internet	Nonpartisan	None
37.0	57.0	2.0	5.0	gallup-5199	Gallup	2009-05-03	2009-05-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
27.0	46.0	7.0	20.0	rasmussen-5194	Rasmussen	2009-05-03	2009-05-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
36.0	57.0	2.0	5.0	gallup-5193	Gallup	2009-05-02	2009-05-04	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
27.0	45.0	7.0	21.0	rasmussen-5190	Rasmussen	2009-05-02	2009-05-04	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
34.0	60.0	3.0	4.0	gallup-5185	Gallup	2009-05-01	2009-05-03	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
27.0	48.0	6.0	19.0	rasmussen-5181	Rasmussen	2009-05-01	2009-05-03	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
33.0	61.0	3.0	4.0	gallup-5182	Gallup	2009-04-30	2009-05-02	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
28.0	48.0	6.0	18.0	rasmussen-5180	Rasmussen	2009-04-30	2009-05-02	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
34.0	59.0	3.0	4.0	gallup-5179	Gallup	2009-04-29	2009-05-01	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
28.0	48.0	6.0	18.0	rasmussen-5178	Rasmussen	2009-04-29	2009-05-01	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
36.0	57.0	2.0	5.0	gallup-5166	Gallup	2009-04-28	2009-04-30	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
25.0	50.0	6.0	18.0	rasmussen-5161	Rasmussen	2009-04-28	2009-04-30	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
36.0	58.0	2.0	4.0	gallup-5150	Gallup	2009-04-27	2009-04-29	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
24.0	53.0	6.0	17.0	rasmussen-5145	Rasmussen	2009-04-27	2009-04-29	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
26.0	38.0	4.0	33.0	yougov-economist-5228	YouGov/Economist	2009-04-26	2009-04-28		Adults	1000		Internet	Nonpartisan	None
35.0	59.0	3.0	4.0	gallup-5143	Gallup	2009-04-26	2009-04-28	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
24.0	53.0	6.0	17.0	rasmussen-5137	Rasmussen	2009-04-26	2009-04-28	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
32.0	61.0	3.0	4.0	gallup-5126	Gallup	2009-04-25	2009-04-27	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
26.0	51.0	6.0	17.0	rasmussen-5125	Rasmussen	2009-04-25	2009-04-27	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
24.0	33.0	2.0	42.0	quinnipiac-5139	Quinnipiac	2009-04-21	2009-04-27		Registered Voters	2041	2.2	Live Phone	Nonpartisan	None
34.0	59.0	3.0	4.0	gallup-5121	Gallup	2009-04-24	2009-04-26	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
28.0	50.0	6.0	17.0	rasmussen-5117	Rasmussen	2009-04-24	2009-04-26	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
26.0	25.0	2.0	48.0	cbs-times-5124	CBS/Times	2009-04-22	2009-04-26	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	973	3.0	Live Phone	Nonpartisan	None
34.0	61.0	2.0	4.0	gallup-5115	Gallup	2009-04-23	2009-04-25	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
25.0	51.0	6.0	18.0	rasmussen-5114	Rasmussen	2009-04-23	2009-04-25	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
35.0	60.0	2.0	3.0	gallup-5113	Gallup	2009-04-22	2009-04-24	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
25.0	51.0	7.0	17.0	rasmussen-5112	Rasmussen	2009-04-22	2009-04-24	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
34.0	60.0	2.0	4.0	gallup-5110	Gallup	2009-04-21	2009-04-23	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
23.0	49.0	7.0	21.0	rasmussen-5107	Rasmussen	2009-04-21	2009-04-23	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
34.0	60.0	2.0	4.0	gallup-5104	Gallup	2009-04-20	2009-04-22	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
24.0	50.0	7.0	20.0	rasmussen-5100	Rasmussen	2009-04-20	2009-04-22	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
35.0	59.0	2.0	4.0	gallup-5095	Gallup	2009-04-19	2009-04-21	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
25.0	49.0	6.0	20.0	rasmussen-5093	Rasmussen	2009-04-19	2009-04-21	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
36.0	57.0	2.0	4.0	gallup-5090	Gallup	2009-04-18	2009-04-20	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
26.0	50.0	6.0	18.0	rasmussen-5086	Rasmussen	2009-04-18	2009-04-20	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
26.0	37.0	1.0	36.0	arg-5088	ARG	2009-04-17	2009-04-20	Do you think the national economy is getting better, staying the same, or getting worse?	Adults	1100	2.6	Live Phone	Nonpartisan	None
38.0	55.0	2.0	4.0	gallup-5084	Gallup	2009-04-17	2009-04-19	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
29.0	46.0	6.0	18.0	rasmussen-5083	Rasmussen	2009-04-17	2009-04-19	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	54.0	2.0	4.0	gallup-5082	Gallup	2009-04-16	2009-04-18	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
29.0	46.0	6.0	19.0	rasmussen-5081	Rasmussen	2009-04-16	2009-04-18	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
37.0	56.0	3.0	4.0	gallup-5080	Gallup	2009-04-15	2009-04-17	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
30.0	45.0	6.0	19.0	rasmussen-5079	Rasmussen	2009-04-15	2009-04-17	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
36.0	57.0	3.0	4.0	gallup-5078	Gallup	2009-04-14	2009-04-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
26.0	50.0	5.0	18.0	rasmussen-5076	Rasmussen	2009-04-14	2009-04-16	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
36.0	57.0	3.0	4.0	gallup-5074	Gallup	2009-04-13	2009-04-15	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
24.0	50.0	7.0	19.0	rasmussen-5071	Rasmussen	2009-04-13	2009-04-15	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
25.0	48.0	7.0	20.0	rasmussen-5066	Rasmussen	2009-04-12	2009-04-14	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
37.0	56.0	2.0	5.0	gallup-5069	Gallup	2009-04-11	2009-04-14	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
